L2_err,L_bc_final,L_int_final,L_int_last,bc_weight,loss_final,ms_per_step,nan,params,peak_mb,problem,representation,seed,steps,variant
1.0363760729984566,4.9159383465045526e-05,0.19737603041718182,0.19737973945716958,10.0,0.19786762425183227,1.2144381073712385,False,512,104.28173828125,maxwell_a4,native_complex_plane_wave,0,24703,pwnn
