L2_err,L_bc_final,L_int_final,L_int_last,bc_weight,loss_final,ms_per_step,nan,params,peak_mb,problem,representation,seed,steps,variant
0.14332967716310552,0.0018230284892315994,0.020183032244438102,0.020236510928259527,3.0,0.0256521177121329,32.1168367696159,False,50178,522.6376953125,poly_d2_o4,real_two_output,0,935,mim_p_shared
