L2_err,L_bc_final,L_int_final,L_int_last,bc_weight,loss_final,ms_per_step,nan,params,peak_mb,problem,representation,seed,steps,variant
0.12360602013545167,0.009174449713491899,0.006058905860540736,0.006095737537937245,0.3,0.008811240774588305,32.28180482883447,False,50178,522.6376953125,poly_d2_o4,real_two_output,0,930,mim_p_shared
