L2_err,L_bc_final,L_int_final,L_int_last,bc_weight,loss_final,ms_per_step,nan,params,peak_mb,problem,representation,seed,steps,variant,wire_sigma,wire_upstream_commit
1.1152904144761369,0.27718650309988824,0.07371397552699074,0.07488663123262791,0.001,0.07399116203009064,42.950128149161266,False,49592,809.84521484375,chirp_a2,complex_gabor_real_output,0,699,wire,10.0,bf95232e0f60434bcbd9b4398ef4c11490832526
