L2_err,L_bc_final,L_int_final,L_int_last,bc_weight,loss_final,ms_per_step,nan,params,peak_mb,problem,representation,seed,steps,variant,wire_sigma,wire_upstream_commit
1.1981502523236771,0.21321733221971897,0.16766870076633505,0.17040397048027614,0.03,0.17406522073292663,43.29659975528374,False,49592,809.84521484375,chirp_a2,complex_gabor_real_output,0,694,wire,10.0,bf95232e0f60434bcbd9b4398ef4c11490832526
