L2_err,L_bc_final,L_int_final,L_int_last,bc_weight,loss_final,ms_per_step,nan,params,peak_mb,problem,representation,seed,steps,variant
0.0014248324137236513,2.9924496962679744e-07,1.0879419636689604e-06,1.0888108452700507e-06,0.3,1.1777154545569997e-06,1.217223862337598,False,512,104.28173828125,maxwell_a4,native_complex_plane_wave,0,24647,pwnn
