L2_err,L_bc_final,L_int_final,L_int_last,bc_weight,loss_final,ms_per_step,nan,params,peak_mb,problem,representation,seed,steps,variant,wire_sigma,wire_upstream_commit
1.1280268349237415,0.26150973439479114,0.11395214912471499,0.11563252481697602,0.003,0.11473667832789937,42.749478587692614,False,49592,809.84521484375,chirp_a2,complex_gabor_real_output,0,703,wire,10.0,bf95232e0f60434bcbd9b4398ef4c11490832526
