L2_err,L_bc_final,L_int_final,L_int_last,bc_weight,loss_final,ms_per_step,nan,params,peak_mb,problem,representation,seed,steps,variant,wire_sigma,wire_upstream_commit
1.4085805862666239,0.14089256681710172,0.15810519519571514,0.16048031711212413,10.0,1.5670308633667323,43.217785131159445,False,49592,809.84521484375,chirp_a2,complex_gabor_real_output,0,695,wire,10.0,bf95232e0f60434bcbd9b4398ef4c11490832526
