L2_err,L_bc_final,L_int_final,L_int_last,bc_weight,loss_final,ms_per_step,nan,params,peak_mb,problem,representation,seed,steps,variant
0.002598518431245985,2.4825971475525586e-07,2.150736126760549e-06,2.1520709991313736e-06,1.0,2.398995841515805e-06,1.2136836272456282,False,512,104.28173828125,maxwell_a4,native_complex_plane_wave,0,24719,pwnn
