L2_err,L_bc_final,L_int_final,L_int_last,bc_weight,loss_final,ms_per_step,nan,params,peak_mb,problem,representation,seed,steps,variant,wire_sigma,wire_upstream_commit
1.3756702114676813,0.15803630881814906,0.047357044646587756,0.04828069788190947,0.3,0.09476793729203248,43.253623731702355,False,49592,809.84521484375,chirp_a2,complex_gabor_real_output,0,695,wire,10.0,bf95232e0f60434bcbd9b4398ef4c11490832526
