L2_err,L_bc_final,L_int_final,L_int_last,bc_weight,loss_final,ms_per_step,nan,params,peak_mb,problem,representation,seed,steps,variant,wire_sigma,wire_upstream_commit
1.3039790283563333,0.16369781972338343,0.2664037579432527,0.2693195244809615,0.1,0.28277353991559107,42.76305295733648,False,49592,809.84521484375,chirp_a2,complex_gabor_real_output,0,703,wire,10.0,bf95232e0f60434bcbd9b4398ef4c11490832526
