geometric_mean,max_error,mean_error,real_tanh_autodiff_loss,real_tanh_autodiff_rel_error,seed,status,task_id,war_loss,war_rel_error,weights
0.024097692089904598,0.09609040521072067,0.05106682980521662,0.010060605562391377,0.09609040521072067,0,complete,poly_d2_o2,1.0341990889909172e-05,0.006043254399712564,[1.0]
