candidate_id,candidate_index,real_sinh_autodiff_loss,real_sinh_autodiff_mass_drift_rms,real_sinh_autodiff_rel_error,real_sinh_autodiff_status,real_sinh_autodiff_steps,war_loss,war_mass_drift_rms,war_rel_error,war_status,war_steps,weight_labels,weight_map,weights
point_022,22,0.07505232840776443,0.05191880837082863,0.41424596309661865,complete,960,0.0003672635939437896,0.0016060360940173268,0.0713868960738182,complete,1649,"[""1e+0"", ""1e-2""]","{""lambda_bc"": 0.01, ""lambda_ic"": 1.0}","[1.0, 0.01]"
point_023,23,0.08677193522453308,0.017485959455370903,0.38140439987182617,complete,966,0.00043843904859386384,0.0016020342009142041,0.07510504871606827,complete,1587,"[""1e+0"", ""1e-1""]","{""lambda_bc"": 0.1, ""lambda_ic"": 1.0}","[1.0, 0.1]"
point_024,24,0.05849664285778999,0.03045136108994484,0.3261573612689972,complete,987,0.0004100275691598654,0.0009582872153259814,0.07399776577949524,complete,1606,"[""1e+0"", ""1e+0""]","{""lambda_bc"": 1.0, ""lambda_ic"": 1.0}","[1.0, 1.0]"
point_025,25,0.07338914275169373,0.017104897648096085,0.21972675621509552,complete,951,0.00053835054859519,0.001470802933908999,0.0591781884431839,complete,1575,"[""1e+0"", ""1e+1""]","{""lambda_bc"": 10.0, ""lambda_ic"": 1.0}","[1.0, 10.0]"
point_026,26,0.3057554066181183,0.02409510686993599,0.6480148434638977,complete,946,0.00046851480146870017,0.0014730817638337612,0.05531696230173111,complete,1602,"[""1e+0"", ""1e+2""]","{""lambda_bc"": 100.0, ""lambda_ic"": 1.0}","[1.0, 100.0]"
point_027,27,0.6264223456382751,0.009054992347955704,0.9501765966415405,complete,978,0.002224104944616556,0.0007253705989569426,0.09119325876235962,complete,1583,"[""1e+0"", ""1e+3""]","{""lambda_bc"": 1000.0, ""lambda_ic"": 1.0}","[1.0, 1000.0]"
point_028,28,0.11706623435020447,0.013885685242712498,0.3160935044288635,complete,963,0.0005586188635788858,0.0011362364748492837,0.06486278772354126,complete,1602,"[""1e+1"", ""1e-3""]","{""lambda_bc"": 0.001, ""lambda_ic"": 10.0}","[10.0, 0.001]"
point_029,29,0.10726334899663925,0.009369619190692902,0.29245972633361816,complete,959,0.0005784901441074908,0.0012732427567243576,0.06558256596326828,complete,1579,"[""1e+1"", ""1e-2""]","{""lambda_bc"": 0.01, ""lambda_ic"": 10.0}","[10.0, 0.01]"
point_030,30,0.11699823290109634,0.007423010189086199,0.288271427154541,complete,960,0.0006955296266824007,0.0012519756564870477,0.0637504830956459,complete,1577,"[""1e+1"", ""1e-1""]","{""lambda_bc"": 0.1, ""lambda_ic"": 10.0}","[10.0, 0.1]"
point_031,31,0.13060037791728973,0.010585625655949116,0.24195903539657593,complete,971,0.0007530225557275116,0.0018561851466074586,0.09312157332897186,complete,1590,"[""1e+1"", ""1e+0""]","{""lambda_bc"": 1.0, ""lambda_ic"": 10.0}","[10.0, 1.0]"
point_032,32,0.1620921939611435,0.012898039072751999,0.24704065918922424,complete,992,0.0014165951870381832,0.0016935794847086072,0.07680957764387131,complete,1589,"[""1e+1"", ""1e+1""]","{""lambda_bc"": 10.0, ""lambda_ic"": 10.0}","[10.0, 10.0]"
point_033,33,0.6151843070983887,0.008667051792144775,0.7662273645401001,complete,970,0.0008931339252740145,0.001142659573815763,0.06991569697856903,complete,1579,"[""1e+1"", ""1e+2""]","{""lambda_bc"": 100.0, ""lambda_ic"": 10.0}","[10.0, 100.0]"
point_034,34,1.1301965713500977,0.004177224822342396,0.9429976940155029,complete,924,0.0017256508581340313,0.0008929042960517108,0.09098155796527863,complete,1610,"[""1e+1"", ""1e+3""]","{""lambda_bc"": 1000.0, ""lambda_ic"": 10.0}","[10.0, 1000.0]"
point_035,35,0.3397628366947174,0.023171279579401016,0.4298584759235382,complete,957,0.002781488234177232,0.0033874972723424435,0.1053624078631401,complete,1590,"[""1e+2"", ""1e-3""]","{""lambda_bc"": 0.001, ""lambda_ic"": 100.0}","[100.0, 0.001]"
point_036,36,0.30341416597366333,0.021820345893502235,0.455309122800827,complete,939,0.001865113154053688,0.004011159762740135,0.10011455416679382,complete,1664,"[""1e+2"", ""1e-2""]","{""lambda_bc"": 0.01, ""lambda_ic"": 100.0}","[100.0, 0.01]"
