elapsed_seconds,loss,method,pressure_rel_error,seed,step,velocity_rel_error
60.030458,1.7161386013031006,real_tanh_autodiff,1.0132769346237183,1,280,0.22294192016124725
70.182943,1.6656391620635986,real_tanh_autodiff,1.005693793296814,1,329,0.21445201337337494
80.02213,1.8458030223846436,real_tanh_autodiff,1.0061537027359009,1,376,0.2691713273525238
90.033843,1.4802125692367554,real_tanh_autodiff,1.0032252073287964,1,424,0.19843900203704834
100.18468,1.4852150678634644,real_tanh_autodiff,0.9985736012458801,1,472,0.19275005161762238
110.221622,1.4019296169281006,real_tanh_autodiff,0.9988308548927307,1,517,0.19469301402568817
120.093241,1.3723634481430054,real_tanh_autodiff,1.002027988433838,1,561,0.20970755815505981
130.102194,1.1629018783569336,real_tanh_autodiff,0.9978540539741516,1,606,0.2031112015247345
140.212731,1.047544002532959,real_tanh_autodiff,0.9996010661125183,1,651,0.1935272067785263
150.097207,0.9599818587303162,real_tanh_autodiff,1.0000605583190918,1,695,0.20509780943393707
160.173122,1.080876350402832,real_tanh_autodiff,1.0049939155578613,1,742,0.22778670489788055
170.125353,0.9630317091941833,real_tanh_autodiff,1.0085872411727905,1,789,0.2479584664106369
180.195334,0.7998852133750916,real_tanh_autodiff,1.0182487964630127,1,834,0.29676195979118347
190.058053,0.755305826663971,real_tanh_autodiff,1.0224225521087646,1,878,0.2948833405971527
200.126475,0.6672143340110779,real_tanh_autodiff,1.0293813943862915,1,923,0.3002238869667053
210.119881,0.6627330780029297,real_tanh_autodiff,1.0342694520950317,1,971,0.3102496266365051
220.086306,0.6208069920539856,real_tanh_autodiff,1.032522439956665,1,1019,0.31685909628868103
230.111311,0.5314377546310425,real_tanh_autodiff,1.0320322513580322,1,1067,0.3122216463088989
240.110206,0.526278018951416,real_tanh_autodiff,1.0260015726089478,1,1115,0.30535465478897095
250.027751,0.6214815974235535,real_tanh_autodiff,1.0171773433685303,1,1163,0.3380913734436035
260.170303,0.720640242099762,real_tanh_autodiff,1.012825608253479,1,1212,0.30312174558639526
270.096416,0.4630003571510315,real_tanh_autodiff,1.0047188997268677,1,1260,0.3174836039543152
280.05016,0.3980802893638611,real_tanh_autodiff,0.9920123219490051,1,1308,0.3062717914581299
290.001719,0.41164663434028625,real_tanh_autodiff,0.9799403548240662,1,1356,0.2876495122909546
300.147934,0.3471311628818512,real_tanh_autodiff,0.964002251625061,1,1405,0.30773231387138367
310.090649,0.4599342942237854,real_tanh_autodiff,0.9523846507072449,1,1453,0.2825024127960205
320.044006,0.34509506821632385,real_tanh_autodiff,0.9397955536842346,1,1501,0.280552476644516
330.014406,0.3180182874202728,real_tanh_autodiff,0.9244357347488403,1,1549,0.2777116596698761
340.174337,0.29591742157936096,real_tanh_autodiff,0.9079480767250061,1,1598,0.268628865480423
350.144793,0.2513008415699005,real_tanh_autodiff,0.8902423977851868,1,1646,0.2697397470474243
360.073899,0.25521180033683777,real_tanh_autodiff,0.8706811666488647,1,1694,0.24570897221565247
370.17546,0.28130319714546204,real_tanh_autodiff,0.8557513952255249,1,1743,0.24328427016735077
380.10488,0.2289203554391861,real_tanh_autodiff,0.8397576808929443,1,1791,0.22414594888687134
390.10864,0.17785054445266724,real_tanh_autodiff,0.8261368274688721,1,1839,0.2255478948354721
400.043104,0.20705384016036987,real_tanh_autodiff,0.812717080116272,1,1887,0.21594317257404327
410.07593,0.16312216222286224,real_tanh_autodiff,0.7940917015075684,1,1935,0.21317380666732788
420.017624,0.18880341947078705,real_tanh_autodiff,0.7866473197937012,1,1980,0.20632140338420868
430.014639,0.18102280795574188,real_tanh_autodiff,0.7664700746536255,1,2027,0.1923796832561493
440.162393,0.14893025159835815,real_tanh_autodiff,0.7488282918930054,1,2076,0.19363351166248322
450.13536,0.20132271945476532,real_tanh_autodiff,0.7285755276679993,1,2124,0.18941928446292877
460.085388,0.12913711369037628,real_tanh_autodiff,0.7134947180747986,1,2170,0.18606805801391602
470.139976,0.11790810525417328,real_tanh_autodiff,0.6995821595191956,1,2215,0.1897066980600357
480.006008,0.26908785104751587,real_tanh_autodiff,0.6909159421920776,1,2259,0.17798036336898804
490.077306,0.13621854782104492,real_tanh_autodiff,0.6783262491226196,1,2304,0.16548022627830505
500.076696,0.12509983777999878,real_tanh_autodiff,0.6686651706695557,1,2349,0.16330310702323914
510.168039,0.14434988796710968,real_tanh_autodiff,0.6489654779434204,1,2394,0.16281357407569885
520.213582,0.11008437722921371,real_tanh_autodiff,0.6343116164207458,1,2440,0.1405806690454483
530.059459,0.09463153034448624,real_tanh_autodiff,0.6168112754821777,1,2484,0.1404549479484558
540.084248,0.07149899005889893,real_tanh_autodiff,0.6018185615539551,1,2531,0.13300779461860657
550.194178,0.09217782318592072,real_tanh_autodiff,0.5857522487640381,1,2580,0.13191737234592438
560.129917,0.0636027455329895,real_tanh_autodiff,0.5686774253845215,1,2628,0.12020066380500793
570.135591,0.05758187919855118,real_tanh_autodiff,0.5483146905899048,1,2676,0.11693087220191956
580.143182,0.04809499904513359,real_tanh_autodiff,0.5288665294647217,1,2724,0.10897085815668106
590.141467,0.0695972889661789,real_tanh_autodiff,0.5129762887954712,1,2772,0.10467556864023209
600.170734,0.07104901969432831,real_tanh_autodiff,0.5004439353942871,1,2820,0.10042476654052734
610.191783,0.04403971880674362,real_tanh_autodiff,0.48380428552627563,1,2868,0.09401045739650726
620.128566,0.03931663557887077,real_tanh_autodiff,0.46821150183677673,1,2916,0.09090359508991241
630.081657,0.03764191269874573,real_tanh_autodiff,0.4509628713130951,1,2964,0.08988475799560547
640.051127,0.03576076775789261,real_tanh_autodiff,0.4390387535095215,1,3012,0.08231357485055923
650.005802,0.03271116688847542,real_tanh_autodiff,0.4246140718460083,1,3060,0.08046131581068039
660.084094,0.031207548454403877,real_tanh_autodiff,0.410965234041214,1,3108,0.07533951848745346
670.176359,0.03061225265264511,real_tanh_autodiff,0.39805495738983154,1,3156,0.07374896854162216
680.006355,0.02692331373691559,real_tanh_autodiff,0.3866260051727295,1,3203,0.0704972967505455
690.002508,0.0246403981000185,real_tanh_autodiff,0.3763565719127655,1,3251,0.06788420677185059
700.144872,0.02683189883828163,real_tanh_autodiff,0.36723366379737854,1,3300,0.06548655778169632
710.086669,0.022765830159187317,real_tanh_autodiff,0.3547384738922119,1,3348,0.062086932361125946
720.07795,0.023795798420906067,real_tanh_autodiff,0.3461063802242279,1,3396,0.06055019050836563
730.038593,0.021840518340468407,real_tanh_autodiff,0.3387378752231598,1,3444,0.058158040046691895
740.154712,0.020946599543094635,real_tanh_autodiff,0.33036401867866516,1,3493,0.0559283085167408
750.100587,0.019987640902400017,real_tanh_autodiff,0.32108086347579956,1,3541,0.05474439263343811
760.120281,0.02004980854690075,real_tanh_autodiff,0.31348732113838196,1,3589,0.05289265140891075
770.185203,0.019315466284751892,real_tanh_autodiff,0.3062676191329956,1,3637,0.05100351944565773
780.163119,0.018338743597269058,real_tanh_autodiff,0.29965901374816895,1,3685,0.04917183518409729
790.00363,0.017370082437992096,real_tanh_autodiff,0.29299798607826233,1,3732,0.04860003665089607
800.13771,0.018585463985800743,real_tanh_autodiff,0.28749576210975647,1,3779,0.047346655279397964
810.044747,0.017249520868062973,real_tanh_autodiff,0.282624214887619,1,3823,0.0451141893863678
820.106197,0.015604056417942047,real_tanh_autodiff,0.2779175341129303,1,3870,0.044371042400598526
830.083691,0.016316384077072144,real_tanh_autodiff,0.275171160697937,1,3916,0.044534120708703995
840.179271,0.015163796953856945,real_tanh_autodiff,0.2698921859264374,1,3961,0.04241771623492241
850.040539,0.01498081162571907,real_tanh_autodiff,0.27180585265159607,1,4005,0.04179486259818077
860.144484,0.01520009059458971,real_tanh_autodiff,0.26266998052597046,1,4050,0.04033641517162323
870.026182,0.014456363394856453,real_tanh_autodiff,0.25829511880874634,1,4094,0.04036281257867813
880.055746,0.014225874096155167,real_tanh_autodiff,0.25314566493034363,1,4141,0.03996208682656288
890.192696,0.014273971319198608,real_tanh_autodiff,0.2507021129131317,1,4190,0.03803199902176857
900.163476,0.014100155793130398,real_tanh_autodiff,0.2467781901359558,1,4238,0.037133120000362396
910.029616,0.013311524875462055,real_tanh_autodiff,0.24655331671237946,1,4285,0.03740806132555008
920.012113,0.012441997416317463,real_tanh_autodiff,0.2428857982158661,1,4333,0.03596038371324539
930.201952,0.013909932225942612,real_tanh_autodiff,0.2377573847770691,1,4382,0.035909444093704224
940.017598,0.012439960613846779,real_tanh_autodiff,0.23726874589920044,1,4429,0.03464234992861748
950.185709,0.012886552140116692,real_tanh_autodiff,0.23390763998031616,1,4478,0.03451843559741974
960.193379,0.012626368552446365,real_tanh_autodiff,0.23033872246742249,1,4526,0.033768199384212494
970.171294,0.01258052233606577,real_tanh_autodiff,0.2279122918844223,1,4574,0.03306489810347557
980.148003,0.011626392602920532,real_tanh_autodiff,0.23124966025352478,1,4622,0.03253880515694618
990.112099,0.011703135445713997,real_tanh_autodiff,0.22262884676456451,1,4670,0.03232518956065178
1000.121374,0.011889589950442314,real_tanh_autodiff,0.22079436480998993,1,4718,0.03195074573159218
1010.087156,0.0115374606102705,real_tanh_autodiff,0.21828149259090424,1,4766,0.0313379131257534
1020.053183,0.011566993780434132,real_tanh_autodiff,0.21699164807796478,1,4814,0.031042668968439102
1030.091462,0.01186305657029152,real_tanh_autodiff,0.2152874916791916,1,4862,0.03042018786072731
1040.082617,0.011324976570904255,real_tanh_autodiff,0.2124883085489273,1,4910,0.030194861814379692
1050.102662,0.010840578004717827,real_tanh_autodiff,0.2103867083787918,1,4958,0.030063355341553688
1060.099889,0.01099599339067936,real_tanh_autodiff,0.21273283660411835,1,5006,0.0296954233199358
1070.052906,0.010443329811096191,real_tanh_autodiff,0.2084396332502365,1,5054,0.029138384386897087
1080.02115,0.011100073345005512,real_tanh_autodiff,0.2061128467321396,1,5102,0.028950268402695656
1090.047173,0.010488828644156456,real_tanh_autodiff,0.20468837022781372,1,5150,0.028526196256279945
