L2_err,L_int_last,backend,ms_per_step,nan,order,params,peak_mb,problem,rep,seed,steps,sweep,variant
0.006781311611067307,2.084062378638225e-05,jet,72.87320855740057,False,2,100098,572.88671875,maxwell_a2,complex,0,16468,2.0,complex_sinh
0.005052155083993533,2.863230892340847e-05,jet,125.65460165034472,False,2,100098,960.58544921875,maxwell_a2,split2,0,9551,2.0,siren
0.022009436055991087,4.697869605977745e-05,jet,137.65936444510723,False,2,132098,935.07373046875,maxwell_a2,split2,0,8718,2.0,fourier
1.1777385165354721,0.24753546915406832,jet,126.07096898782325,False,2,100098,928.58544921875,maxwell_a2,split2,0,9520,2.0,tanh
0.0035504643027394842,1.681244273611442e-05,jet,72.79658239404876,False,2,100098,572.88671875,maxwell_a2,complex,1,16485,2.0,complex_sinh
0.005934958181273647,2.9825361351664164e-05,jet,125.60870287192314,False,2,100098,960.58544921875,maxwell_a2,split2,1,9555,2.0,siren
0.012222777889938018,3.541613635926435e-05,jet,137.66252601209,False,2,132098,935.07373046875,maxwell_a2,split2,1,8718,2.0,fourier
1.1134725662481226,0.22375117445965603,jet,126.00791538900867,False,2,100098,928.58544921875,maxwell_a2,split2,1,9524,2.0,tanh
0.04500499333399574,9.037910020157815e-05,jet,72.60913759365629,False,2,100098,572.88671875,maxwell_a4,complex,0,16528,4.0,complex_sinh
0.20097762048166576,8.57252542778467e-05,jet,125.69669155781651,False,2,100098,960.58544921875,maxwell_a4,split2,0,9548,4.0,siren
0.2566439803007428,0.0003217306543667253,jet,137.61815187162355,False,2,132098,935.07373046875,maxwell_a4,split2,0,8721,4.0,fourier
2.3090906220725658,0.789326179721695,jet,125.95653396465767,False,2,100098,928.58544921875,maxwell_a4,split2,0,9528,4.0,tanh
0.03993683552357211,8.276483472238135e-05,jet,72.74912433342188,False,2,100098,572.88671875,maxwell_a4,complex,1,16496,4.0,complex_sinh
0.16308816271179075,7.62996861046648e-05,jet,125.3749757271137,False,2,100098,960.58544921875,maxwell_a4,split2,1,9572,4.0,siren
0.18343908809682027,0.0001494044167896316,jet,137.81322934301156,False,2,132098,935.07373046875,maxwell_a4,split2,1,8708,4.0,fourier
2.0243574769747945,0.6370297351392865,jet,126.08643238540144,False,2,100098,928.58544921875,maxwell_a4,split2,1,9518,4.0,tanh
0.09347827434728033,0.00026136264718386375,jet,73.04820402071466,False,2,100098,572.88671875,maxwell_a6,complex,0,16429,6.0,complex_sinh
0.6182542929913709,5.182526531159882e-05,jet,125.68836469358519,False,2,100098,960.58544921875,maxwell_a6,split2,0,9548,6.0,siren
0.7205561243013304,0.00033472582102393077,jet,137.6829726293083,False,2,132098,935.07373046875,maxwell_a6,split2,0,8717,6.0,fourier
2.388449650540469,1.0554421073157134,jet,126.09841931181504,False,2,100098,928.58544921875,maxwell_a6,split2,0,9517,6.0,tanh
0.12870769153994435,0.0002681669480964717,jet,72.92340201669055,False,2,100098,572.88671875,maxwell_a6,complex,1,16457,6.0,complex_sinh
0.5596605760421963,4.968191398614355e-05,jet,125.57897137356572,False,2,100098,960.58544921875,maxwell_a6,split2,1,9557,6.0,siren
0.5329773927726571,0.00024832892264345667,jet,137.61517670009405,False,2,132098,935.07373046875,maxwell_a6,split2,1,8721,6.0,fourier
2.2688515336302637,1.074432036400768,jet,125.95824136376838,False,2,100098,928.58544921875,maxwell_a6,split2,1,9528,6.0,tanh
