candidate_id,candidate_index,real_tanh_autodiff_loss,real_tanh_autodiff_rel_error,real_tanh_autodiff_status,real_tanh_autodiff_steps,war_loss,war_rel_error,war_status,war_steps,weight_labels,weight_map,weights
point_000,0,0.072073461070016,3.442995056225108,complete,64,0.00026571415163725615,0.29051456249340113,complete,71,"[""1e-3"", ""1e-3"", ""1e-3""]","{""w_Delta2_u"": 0.001, ""w_Delta_u"": 0.001, ""w_u"": 0.001}","[0.001, 0.001, 0.001]"
point_001,1,0.07378278532190637,3.4176951021323623,complete,63,0.00036117365167118463,0.2886745378285845,complete,71,"[""1e-3"", ""1e-3"", ""1e-2""]","{""w_Delta2_u"": 0.01, ""w_Delta_u"": 0.001, ""w_u"": 0.001}","[0.001, 0.001, 0.01]"
point_002,2,,,missing,,0.0005762961371879858,0.2863932591243225,complete,71,"[""1e-3"", ""1e-3"", ""1e-1""]","{""w_Delta2_u"": 0.1, ""w_Delta_u"": 0.001, ""w_u"": 0.001}","[0.001, 0.001, 0.1]"
point_003,3,,,missing,,,,missing,,"[""1e-3"", ""1e-3"", ""1e+0""]","{""w_Delta2_u"": 1.0, ""w_Delta_u"": 0.001, ""w_u"": 0.001}","[0.001, 0.001, 1.0]"
point_004,4,,,missing,,,,missing,,"[""1e-3"", ""1e-3"", ""1e+1""]","{""w_Delta2_u"": 10.0, ""w_Delta_u"": 0.001, ""w_u"": 0.001}","[0.001, 0.001, 10.0]"
point_005,5,,,missing,,,,missing,,"[""1e-3"", ""1e-3"", ""1e+2""]","{""w_Delta2_u"": 100.0, ""w_Delta_u"": 0.001, ""w_u"": 0.001}","[0.001, 0.001, 100.0]"
point_006,6,,,missing,,,,missing,,"[""1e-3"", ""1e-3"", ""1e+3""]","{""w_Delta2_u"": 1000.0, ""w_Delta_u"": 0.001, ""w_u"": 0.001}","[0.001, 0.001, 1000.0]"
point_007,7,,,missing,,,,missing,,"[""1e-3"", ""1e-2"", ""1e-3""]","{""w_Delta2_u"": 0.001, ""w_Delta_u"": 0.01, ""w_u"": 0.001}","[0.001, 0.01, 0.001]"
point_008,8,,,missing,,,,missing,,"[""1e-3"", ""1e-2"", ""1e-2""]","{""w_Delta2_u"": 0.01, ""w_Delta_u"": 0.01, ""w_u"": 0.001}","[0.001, 0.01, 0.01]"
point_009,9,,,missing,,,,missing,,"[""1e-3"", ""1e-2"", ""1e-1""]","{""w_Delta2_u"": 0.1, ""w_Delta_u"": 0.01, ""w_u"": 0.001}","[0.001, 0.01, 0.1]"
point_010,10,,,missing,,,,missing,,"[""1e-3"", ""1e-2"", ""1e+0""]","{""w_Delta2_u"": 1.0, ""w_Delta_u"": 0.01, ""w_u"": 0.001}","[0.001, 0.01, 1.0]"
point_011,11,,,missing,,,,missing,,"[""1e-3"", ""1e-2"", ""1e+1""]","{""w_Delta2_u"": 10.0, ""w_Delta_u"": 0.01, ""w_u"": 0.001}","[0.001, 0.01, 10.0]"
