task_id,candidate_id,candidate_index,method,lambda_ic,lambda_bc,weight_labels,status,loss,rel_error,steps,training_seconds,mass_drift_rms,mass_drift_max_abs,atomic_json_path,raw_log_path,source,note
cahn_hilliard_2d_o4,point_025,25,war,1.0,10.0,"[""1e+0"", ""1e+1""]",complete,0.00053835054859519,0.0591781884431839,1575,60.03729104064405,0.001470802933908999,0.0021197504829615355,search/cahn_hilliard_2d_o4/points/point_025/war.json,search/cahn_hilliard_2d_o4/points/point_025/war.log,atomic_json,Raw pre-flush-fix log retained verbatim; metrics copied from its atomic JSON result.
cahn_hilliard_2d_o4,point_025,25,real_sinh_autodiff,1.0,10.0,"[""1e+0"", ""1e+1""]",complete,0.07338914275169373,0.21972675621509552,951,60.00619683414698,0.017104897648096085,0.03514523804187775,search/cahn_hilliard_2d_o4/points/point_025/real_sinh_autodiff.json,search/cahn_hilliard_2d_o4/points/point_025/real_sinh_autodiff.log,atomic_json,Raw pre-flush-fix log retained verbatim; metrics copied from its atomic JSON result.
cahn_hilliard_2d_o4,point_026,26,war,1.0,100.0,"[""1e+0"", ""1e+2""]",complete,0.00046851480146870017,0.05531696230173111,1602,60.011014226824045,0.0014730817638337612,0.0018168461974710226,search/cahn_hilliard_2d_o4/points/point_026/war.json,search/cahn_hilliard_2d_o4/points/point_026/war.log,atomic_json,Raw pre-flush-fix log retained verbatim; metrics copied from its atomic JSON result.
cahn_hilliard_2d_o4,point_026,26,real_sinh_autodiff,1.0,100.0,"[""1e+0"", ""1e+2""]",complete,0.3057554066181183,0.6480148434638977,946,60.048404067754745,0.02409510686993599,0.026576103642582893,search/cahn_hilliard_2d_o4/points/point_026/real_sinh_autodiff.json,search/cahn_hilliard_2d_o4/points/point_026/real_sinh_autodiff.log,atomic_json,Raw pre-flush-fix log retained verbatim; metrics copied from its atomic JSON result.
cahn_hilliard_2d_o4,point_027,27,war,1.0,1000.0,"[""1e+0"", ""1e+3""]",complete,0.002224104944616556,0.09119325876235962,1583,60.02237902022898,0.0007253705989569426,0.0014156431425362825,search/cahn_hilliard_2d_o4/points/point_027/war.json,search/cahn_hilliard_2d_o4/points/point_027/war.log,atomic_json,Raw pre-flush-fix log retained verbatim; metrics copied from its atomic JSON result.
cahn_hilliard_2d_o4,point_027,27,real_sinh_autodiff,1.0,1000.0,"[""1e+0"", ""1e+3""]",complete,0.6264223456382751,0.9501765966415405,978,60.02477358840406,0.009054992347955704,0.015298785641789436,search/cahn_hilliard_2d_o4/points/point_027/real_sinh_autodiff.json,search/cahn_hilliard_2d_o4/points/point_027/real_sinh_autodiff.log,atomic_json,Raw pre-flush-fix log retained verbatim; metrics copied from its atomic JSON result.
cahn_hilliard_2d_o4,point_028,28,war,10.0,0.001,"[""1e+1"", ""1e-3""]",complete,0.0005586188635788858,0.06486278772354126,1602,60.0231125485152,0.0011362364748492837,0.001744940411299467,search/cahn_hilliard_2d_o4/points/point_028/war.json,search/cahn_hilliard_2d_o4/points/point_028/war.log,atomic_json,Raw pre-flush-fix log retained verbatim; metrics copied from its atomic JSON result.
cahn_hilliard_2d_o4,point_028,28,real_sinh_autodiff,10.0,0.001,"[""1e+1"", ""1e-3""]",complete,0.11706623435020447,0.3160935044288635,963,60.02976256236434,0.013885685242712498,0.022529952228069305,search/cahn_hilliard_2d_o4/points/point_028/real_sinh_autodiff.json,search/cahn_hilliard_2d_o4/points/point_028/real_sinh_autodiff.log,atomic_json,Raw pre-flush-fix log retained verbatim; metrics copied from its atomic JSON result.
cahn_hilliard_2d_o4,point_029,29,war,10.0,0.01,"[""1e+1"", ""1e-2""]",complete,0.0005784901441074908,0.06558256596326828,1579,60.032012183219194,0.0012732427567243576,0.001864879159256816,search/cahn_hilliard_2d_o4/points/point_029/war.json,search/cahn_hilliard_2d_o4/points/point_029/war.log,atomic_json,Raw pre-flush-fix log retained verbatim; metrics copied from its atomic JSON result.
cahn_hilliard_2d_o4,point_029,29,real_sinh_autodiff,10.0,0.01,"[""1e+1"", ""1e-2""]",complete,0.10726334899663925,0.29245972633361816,959,60.03137916326523,0.009369619190692902,0.015774786472320557,search/cahn_hilliard_2d_o4/points/point_029/real_sinh_autodiff.json,search/cahn_hilliard_2d_o4/points/point_029/real_sinh_autodiff.log,atomic_json,Raw pre-flush-fix log retained verbatim; metrics copied from its atomic JSON result.
cahn_hilliard_2d_o4,point_030,30,war,10.0,0.1,"[""1e+1"", ""1e-1""]",complete,0.0006955296266824007,0.0637504830956459,1577,60.03451169654727,0.0012519756564870477,0.0018034104723483324,search/cahn_hilliard_2d_o4/points/point_030/war.json,search/cahn_hilliard_2d_o4/points/point_030/war.log,atomic_json,Raw pre-flush-fix log retained verbatim; metrics copied from its atomic JSON result.
cahn_hilliard_2d_o4,point_030,30,real_sinh_autodiff,10.0,0.1,"[""1e+1"", ""1e-1""]",complete,0.11699823290109634,0.288271427154541,960,60.0363965947181,0.007423010189086199,0.012977263890206814,search/cahn_hilliard_2d_o4/points/point_030/real_sinh_autodiff.json,search/cahn_hilliard_2d_o4/points/point_030/real_sinh_autodiff.log,atomic_json,Raw pre-flush-fix log retained verbatim; metrics copied from its atomic JSON result.
cahn_hilliard_2d_o4,point_031,31,war,10.0,1.0,"[""1e+1"", ""1e+0""]",complete,0.0007530225557275116,0.09312157332897186,1590,60.028743954375386,0.0018561851466074586,0.003993235994130373,search/cahn_hilliard_2d_o4/points/point_031/war.json,search/cahn_hilliard_2d_o4/points/point_031/war.log,atomic_json,Raw pre-flush-fix log retained verbatim; metrics copied from its atomic JSON result.
cahn_hilliard_2d_o4,point_031,31,real_sinh_autodiff,10.0,1.0,"[""1e+1"", ""1e+0""]",complete,0.13060037791728973,0.24195903539657593,971,60.00377772934735,0.010585625655949116,0.01345131080597639,search/cahn_hilliard_2d_o4/points/point_031/real_sinh_autodiff.json,search/cahn_hilliard_2d_o4/points/point_031/real_sinh_autodiff.log,atomic_json,Raw pre-flush-fix log retained verbatim; metrics copied from its atomic JSON result.
cahn_hilliard_2d_o4,point_032,32,war,10.0,10.0,"[""1e+1"", ""1e+1""]",complete,0.0014165951870381832,0.07680957764387131,1589,60.02970442920923,0.0016935794847086072,0.0024533597752451897,search/cahn_hilliard_2d_o4/points/point_032/war.json,search/cahn_hilliard_2d_o4/points/point_032/war.log,atomic_json,Raw pre-flush-fix log retained verbatim; metrics copied from its atomic JSON result.
cahn_hilliard_2d_o4,point_032,32,real_sinh_autodiff,10.0,10.0,"[""1e+1"", ""1e+1""]",complete,0.1620921939611435,0.24704065918922424,992,60.047988422214985,0.012898039072751999,0.01696496643126011,search/cahn_hilliard_2d_o4/points/point_032/real_sinh_autodiff.json,search/cahn_hilliard_2d_o4/points/point_032/real_sinh_autodiff.log,atomic_json,Raw pre-flush-fix log retained verbatim; metrics copied from its atomic JSON result.
